5
loading Picap predictions



loading PiCAP
Using: cuda
cuda
PiCAP loaded
Running Predictions...

	------PiCAP results-------
3ol , 0.85949725
1xd , 0.8816586
1u3 , 0.9078817
5ke , 0.90117353
3ol , 0.8964619
5va , 0.87367994
1pi , 0.88806736
3ol , 0.8843518
3ol , 0.91197926
1jf , 0.90864134
1UA , 0.884919
3CP , 0.8679461
1XH , 0.89897627
1XD , 0.92637885
3BA , 0.8716789
1XH , 0.8908276
1XD , 0.891018
1BA , 0.8490071
1WO , 0.90960634
1JF , 0.9045906
1U3 , 0.88747966
1U3 , 0.88661754
3L2 , 0.8618378
2QV , 0.90083945
6Z8 , 0.8954739
1XC , 0.91701406
3BA , 0.87800294
5TD , 0.8771819
1XC , 0.9045875
6M4 , 0.8663702
1G9 , 0.9036446
1e5 , 0.90061635
1h5 , 0.88945436
1oc , 0.88182974
8a3 , 0.87792456
1w3 , 0.8737945
1w3 , 0.889142
1qi , 0.87421775
5a3 , 0.9059964
4A3 , 0.87282103
1G0 , 0.88753754
8A3 , 0.8970815
5A8 , 0.89525336
5A9 , 0.85359913
5A8 , 0.8768912
4HU , 0.8925818
3A3 , 0.8872954
5A8 , 0.8928702
1QI , 0.8686188
1HF , 0.886224
1W3 , 0.8948292
2CK , 0.905973
2A3 , 0.9012225
1TV , 0.9021316
2V3 , 0.88609505
b14 , 0.8801795
b15 , 0.9133341
b1d , 0.89754766
b20 , 0.87182194
b22 , 0.8930473
b26 , 0.8924767
5xg , 0.9008786
5f8 , 0.9066028
5f9 , 0.8906962
5F8 , 0.89006263
5DU , 0.8984974
5F8 , 0.8969516
5VB , 0.8946255
3WM , 0.9023694
3WM , 0.9164027
5F8 , 0.9088363
5XG , 0.8936722
6BF , 0.890903
b2c , 0.91938764
1gw , 0.89588106
1OH , 0.9071747
1W8 , 0.8821494
1W8 , 0.9133646
1GW , 0.8980673
1GW , 0.860013
n01 , 0.04925878
n08 , 0.003579282
n45 , 0.8815478
n46 , 0.9290549
n48 , 0.88595366
b19 , 0.89352465
n57 , 0.0013134036
n71 , 0.0014092696
n78 , 0.11957647
n7f , 0.045155622
n80 , 0.89902633
n8f , 0.00031910712
n96 , 0.90248144
na1 , 0.88686204
1of , 0.90080327
4cs , 0.89061916
4c1 , 0.9222573
4d5 , 0.8834583
